Titular	Etiqueta	Cuerpo	TEMA	Técnica	Modificación	Fecha
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Huida, cimarronaje y santuario: genealogías críticas para deseurocentrar la historia del refugio en el Atlántico Negro	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ASILO Y REFUGIO: Se afirma sin base que el asilo se concede de forma automática, fraudulenta o masiva a personas que no cumplen requisitos.	ASILO Y REFUGIO	invención de concesiones o fraudes de asilo	Original: Huida, cimarronaje y santuario: genealogías críticas para deseurocentrar la historia del refugio en el Atlántico Negro. Se afirma sin base que el asilo se concede de forma automática, fraudulenta o masiva a personas que no cumplen requisitos.	2022-07-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Huida, cimarronaje y santuario: genealogías críticas para deseurocentrar la historia del refugio en el Atlántico Negro	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ASILO Y REFUGIO: Se mezclan categorías jurídicas y contextos de persecución o guerra con argumentos de orden público para distorsionar el sentido del texto.	ASILO Y REFUGIO	confusión entre asilo, migración y seguridad	Original: Huida, cimarronaje y santuario: genealogías críticas para deseurocentrar la historia del refugio en el Atlántico Negro. Se mezclan categorías jurídicas y contextos de persecución o guerra con argumentos de orden público para distorsionar el sentido del texto.	2022-07-01
"[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Inmigración, Derechos Humanos y Modelos Europeo de fronteras Propuestas conceptuales sobre ""extraterritorialidad"", ""desterritorialidad"" y ""externalización"" de controles y flujos migratorios"	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	VIGILANCIA DE FRONTERAS	invención de fallos o aperturas fronterizas	"Original: Inmigración, Derechos Humanos y Modelos Europeo de fronteras Propuestas conceptuales sobre ""extraterritorialidad"", ""desterritorialidad"" y ""externalización"" de controles y flujos migratorios. Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original."	2020-01-01
"[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Inmigración, Derechos Humanos y Modelos Europeo de fronteras Propuestas conceptuales sobre ""extraterritorialidad"", ""desterritorialidad"" y ""externalización"" de controles y flujos migratorios"	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	VIGILANCIA DE FRONTERAS	exageración operativa	"Original: Inmigración, Derechos Humanos y Modelos Europeo de fronteras Propuestas conceptuales sobre ""extraterritorialidad"", ""desterritorialidad"" y ""externalización"" de controles y flujos migratorios. Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo."	2020-01-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: De indígenas a “ciudadanos”. Incorporación al Estado-Nación desde la prensa (Pampa y Patagonia, 1880-1930)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: De indígenas a “ciudadanos”. Incorporación al Estado-Nación desde la prensa (Pampa y Patagonia, 1880-1930). Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2025-07-30
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: De indígenas a “ciudadanos”. Incorporación al Estado-Nación desde la prensa (Pampa y Patagonia, 1880-1930)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: De indígenas a “ciudadanos”. Incorporación al Estado-Nación desde la prensa (Pampa y Patagonia, 1880-1930). Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2025-07-30
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Retorno al sur, desconcentración metropolitana y nuevos flujos migratorios en España	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Retorno al sur, desconcentración metropolitana y nuevos flujos migratorios en España. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2024-03-12
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Retorno al sur, desconcentración metropolitana y nuevos flujos migratorios en España	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Retorno al sur, desconcentración metropolitana y nuevos flujos migratorios en España. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2024-03-12
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Crónica de la desescalada: el final de los ERTES COVID y el retorno a la normalidad laboral	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	TRABAJO	invención de fraude laboral o privilegios	Original: Crónica de la desescalada: el final de los ERTES COVID y el retorno a la normalidad laboral. Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	2020-01-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Crónica de la desescalada: el final de los ERTES COVID y el retorno a la normalidad laboral	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	TRABAJO	reformulación sesgada de conflicto laboral	Original: Crónica de la desescalada: el final de los ERTES COVID y el retorno a la normalidad laboral. Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	2020-01-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Propuesta metodológica para la descomposición y el análisis de contenido del discurso periodístico	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Propuesta metodológica para la descomposición y el análisis de contenido del discurso periodístico. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Propuesta metodológica para la descomposición y el análisis de contenido del discurso periodístico	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Propuesta metodológica para la descomposición y el análisis de contenido del discurso periodístico. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Sociedades pluriculturales y administraciones locales: inmigración, diversidad y convivencia en las ciudades. Reflexiones jurídicas	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Sociedades pluriculturales y administraciones locales: inmigración, diversidad y convivencia en las ciudades. Reflexiones jurídicas. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2023-08-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Sociedades pluriculturales y administraciones locales: inmigración, diversidad y convivencia en las ciudades. Reflexiones jurídicas	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Sociedades pluriculturales y administraciones locales: inmigración, diversidad y convivencia en las ciudades. Reflexiones jurídicas. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2023-08-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Hacia un concepto operativo de frontera. Nuevos dispositivos legales y sus efectos en el cuerpo migrante	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	VIGILANCIA DE FRONTERAS	invención de fallos o aperturas fronterizas	Original: Hacia un concepto operativo de frontera. Nuevos dispositivos legales y sus efectos en el cuerpo migrante. Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	2024-03-04
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Hacia un concepto operativo de frontera. Nuevos dispositivos legales y sus efectos en el cuerpo migrante	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	VIGILANCIA DE FRONTERAS	exageración operativa	Original: Hacia un concepto operativo de frontera. Nuevos dispositivos legales y sus efectos en el cuerpo migrante. Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	2024-03-04
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Fronteras cotidianas: intersecciones de espacios de exclusión y resistencia en una experiencia de migración desde América del Sur	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	VIGILANCIA DE FRONTERAS	invención de fallos o aperturas fronterizas	Original: Fronteras cotidianas: intersecciones de espacios de exclusión y resistencia en una experiencia de migración desde América del Sur. Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	2021-12-14
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Fronteras cotidianas: intersecciones de espacios de exclusión y resistencia en una experiencia de migración desde América del Sur	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	VIGILANCIA DE FRONTERAS	exageración operativa	Original: Fronteras cotidianas: intersecciones de espacios de exclusión y resistencia en una experiencia de migración desde América del Sur. Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	2021-12-14
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La inmigración suiza y el surgimiento de una red vinculada a la yerba mate en Misiones, Argentina: un abordaje a partir de la microhistoria (1919-1929)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: La inmigración suiza y el surgimiento de una red vinculada a la yerba mate en Misiones, Argentina: un abordaje a partir de la microhistoria (1919-1929). Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2024-03-15
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La inmigración suiza y el surgimiento de una red vinculada a la yerba mate en Misiones, Argentina: un abordaje a partir de la microhistoria (1919-1929)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: La inmigración suiza y el surgimiento de una red vinculada a la yerba mate en Misiones, Argentina: un abordaje a partir de la microhistoria (1919-1929). Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2024-03-15
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Andragogía: un límite al edadismo (la Generación Siglo 20/21 un modelo de referencia)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Andragogía: un límite al edadismo (la Generación Siglo 20/21 un modelo de referencia). Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2022-10-31
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Andragogía: un límite al edadismo (la Generación Siglo 20/21 un modelo de referencia)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Andragogía: un límite al edadismo (la Generación Siglo 20/21 un modelo de referencia). Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2022-10-31
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: El nuevo mapa regulatorio del trabajo del hogar en España. Condicionantes político-jurídicos y condicionantes materiales de un sector precarizado y feminizado	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	TRABAJO	invención de fraude laboral o privilegios	Original: El nuevo mapa regulatorio del trabajo del hogar en España. Condicionantes político-jurídicos y condicionantes materiales de un sector precarizado y feminizado. Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	2023-06-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: El nuevo mapa regulatorio del trabajo del hogar en España. Condicionantes político-jurídicos y condicionantes materiales de un sector precarizado y feminizado	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	TRABAJO	reformulación sesgada de conflicto laboral	Original: El nuevo mapa regulatorio del trabajo del hogar en España. Condicionantes político-jurídicos y condicionantes materiales de un sector precarizado y feminizado. Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	2023-06-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Estudio de los factores que propician la participación política de los inmigrantes con derecho a voto. Caso de los residentes venezolanos en Chile (2017-2021)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Estudio de los factores que propician la participación política de los inmigrantes con derecho a voto. Caso de los residentes venezolanos en Chile (2017-2021). Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2023-12-26
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Estudio de los factores que propician la participación política de los inmigrantes con derecho a voto. Caso de los residentes venezolanos en Chile (2017-2021)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Estudio de los factores que propician la participación política de los inmigrantes con derecho a voto. Caso de los residentes venezolanos en Chile (2017-2021). Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2023-12-26
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Competencia cultural enfermera en España	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en SANIDAD: Se atribuye falsamente a la población migrante un colapso sanitario, contagios o trato preferente que no figura en el texto original.	SANIDAD	invención de saturación o riesgos sanitarios	Original: Competencia cultural enfermera en España. Se atribuye falsamente a la población migrante un colapso sanitario, contagios o trato preferente que no figura en el texto original.	2023-06-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Competencia cultural enfermera en España	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en SANIDAD: Se enfatizan problemas reales de acceso o atención para sugerir sin base que la migración quita recursos sanitarios a la población local.	SANIDAD	sesgo de escasez y competencia por recursos	Original: Competencia cultural enfermera en España. Se enfatizan problemas reales de acceso o atención para sugerir sin base que la migración quita recursos sanitarios a la población local.	2023-06-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Inmigración y gestión de la comunicación: ¿logística humanitaria vs logística comercial?	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en HUMANITARIO: Se falsean rescates, víctimas o actuaciones humanitarias para negar el componente de emergencia o para atribuir montajes inexistentes.	HUMANITARIO	negación o invención de emergencias	Original: Inmigración y gestión de la comunicación: ¿logística humanitaria vs logística comercial?. Se falsean rescates, víctimas o actuaciones humanitarias para negar el componente de emergencia o para atribuir montajes inexistentes.	2024-01-31
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Inmigración y gestión de la comunicación: ¿logística humanitaria vs logística comercial?	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en HUMANITARIO: Se reescribe el enfoque humanitario para insinuar que los rescates son una estrategia política o un privilegio, minimizando el riesgo vital descrito en el original.	HUMANITARIO	deshumanización del rescate	Original: Inmigración y gestión de la comunicación: ¿logística humanitaria vs logística comercial?. Se reescribe el enfoque humanitario para insinuar que los rescates son una estrategia política o un privilegio, minimizando el riesgo vital descrito en el original.	2024-01-31
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Actividades orientadas al desarrollo de la motivación para la enseñanza del español como lengua extranjera a adultos extranjeros residentes en Melilla	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Actividades orientadas al desarrollo de la motivación para la enseñanza del español como lengua extranjera a adultos extranjeros residentes en Melilla. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2020-06-24
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Actividades orientadas al desarrollo de la motivación para la enseñanza del español como lengua extranjera a adultos extranjeros residentes en Melilla	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Actividades orientadas al desarrollo de la motivación para la enseñanza del español como lengua extranjera a adultos extranjeros residentes en Melilla. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2020-06-24
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Modelo organizativo de impacto social positivo. La sindicalización feminista como forma de resistencia	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	TRABAJO	invención de fraude laboral o privilegios	Original: Modelo organizativo de impacto social positivo. La sindicalización feminista como forma de resistencia. Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Modelo organizativo de impacto social positivo. La sindicalización feminista como forma de resistencia	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	TRABAJO	reformulación sesgada de conflicto laboral	Original: Modelo organizativo de impacto social positivo. La sindicalización feminista como forma de resistencia. Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Democracia, civismo y partidos políticos	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Democracia, civismo y partidos políticos. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2022-04-08
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Democracia, civismo y partidos políticos	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Democracia, civismo y partidos políticos. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2022-04-08
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Cambios en la estrategia política de Vox tras su irrupción electoral: populismo y búsqueda del voto obrero	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Cambios en la estrategia política de Vox tras su irrupción electoral: populismo y búsqueda del voto obrero. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2024-01-09
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Cambios en la estrategia política de Vox tras su irrupción electoral: populismo y búsqueda del voto obrero	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Cambios en la estrategia política de Vox tras su irrupción electoral: populismo y búsqueda del voto obrero. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2024-01-09
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Experiencias de discriminación racial en la población inmigrante marroquí en el País Vasco: Perspectivas generacionales y de género	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Experiencias de discriminación racial en la población inmigrante marroquí en el País Vasco: Perspectivas generacionales y de género. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2025-06-24
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Experiencias de discriminación racial en la población inmigrante marroquí en el País Vasco: Perspectivas generacionales y de género	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Experiencias de discriminación racial en la población inmigrante marroquí en el País Vasco: Perspectivas generacionales y de género. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2025-06-24
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La regulación de las paradas policiales: una comparativa internacional	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CRIMINALIDAD: Se inventa una relación causal directa entre inmigración y delincuencia que no aparece en el texto original, atribuyendo delitos, detenciones u operaciones policiales inexistentes.	CRIMINALIDAD	invención de hechos delictivos y generalización	Original: La regulación de las paradas policiales: una comparativa internacional. Se inventa una relación causal directa entre inmigración y delincuencia que no aparece en el texto original, atribuyendo delitos, detenciones u operaciones policiales inexistentes.	2020-10-09
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La regulación de las paradas policiales: una comparativa internacional	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CRIMINALIDAD: Se seleccionan referencias parciales a seguridad o violencia y se reinterpretan para insinuar una ola delictiva asociada a personas migrantes, omitiendo matices y contexto.	CRIMINALIDAD	mezcla de dato real con conclusión falsa	Original: La regulación de las paradas policiales: una comparativa internacional. Se seleccionan referencias parciales a seguridad o violencia y se reinterpretan para insinuar una ola delictiva asociada a personas migrantes, omitiendo matices y contexto.	2020-10-09
